22,7,19,26,13,19,9,24,24,31,12,24,10,20,20,18,15,33,3,12,0.078,0.319,0.249,0.363,6.765,41220.89,38.22,1
18,0,19,31,20,26,5,8,21,38,6,16,11,8,12,23,17,27,4,13,0.115,0.353,0.294,0.393,4.808,36340.51,20.59,1
22,6,19,27,14,20,8,24,24,30,12,24,10,20,22,18,15,30,3,13,0.083,0.319,0.252,0.357,7.084,41378.94,37.35,1
22,6,19,26,13,19,9,26,24,31,11,24,11,20,20,18,16,30,3,13,0.08,0.316,0.252,0.366,6.767,41276.87,37.30,1
42,2,34,30,24,32,14,40,35,40,13,25,13,20,13,29,25,27,1,22,0.098,0.333,0.277,0.372,5.37,53731.37,31.50,1
24,10,25,34,9,30,12,28,26,47,19,23,9,15,20,18,22,17,0,13,0.055,0.374,0.262,0.339,5.472,45158.38,38.80,1
23,5,17,26,14,20,9,24,24,31,11,25,11,20,20,16,18,31,3,13,0.083,0.319,0.247,0.371,7.658,41233.82,35.16,1
36,1,22,33,14,45,14,40,26,27,8,33,13,12,15,23,38,47,0,12,0.057,0.283,0.296,0.388,5.496,49354.13,27.98,1
42,3,22,26,9,23,8,26,22,24,10,11,16,11,14,21,21,35,3,11,0.064,0.346,0.26,0.36,5.219,38905.01,30.31,1
23,7,19,27,13,17,8,24,24,31,11,25,10,20,20,18,16,32,3,13,0.08,0.321,0.247,0.366,6.475,41317.89,37.75,1
18,0,19,32,20,26,5,9,20,38,6,16,11,8,12,22,17,27,4,13,0.115,0.353,0.291,0.396,4.734,36367.53,21.86,1
23,7,19,26,14,19,9,25,24,31,11,25,10,20,20,17,16,30,3,12,0.08,0.319,0.249,0.363,6.765,41251.84,36.45,1
22,6,18,26,14,20,9,24,24,31,11,24,10,20,20,18,17,32,3,12,0.08,0.316,0.249,0.368,7.113,41178.77,35.58,1
42,2,35,30,24,32,14,39,35,40,13,24,13,20,13,29,25,28,1,22,0.098,0.333,0.277,0.372,5.309,53718.33,31.90,1
36,1,22,34,14,45,14,39,25,28,8,33,12,12,15,23,39,47,0,12,0.057,0.285,0.294,0.39,5.362,49359.06,25.35,1
31,4,23,22,9,18,8,32,20,32,10,9,11,10,18,24,12,27,0,7,0.049,0.352,0.26,0.364,5.685,35997.29,49.54,1
21,4,27,27,16,28,8,20,31,25,4,18,14,16,12,22,21,28,3,25,0.119,0.292,0.295,0.373,5.342,41946.47,29.85,1
44,2,34,29,25,32,14,39,35,39,12,24,13,19,13,29,26,28,1,23,0.102,0.331,0.274,0.376,5.431,53655.25,31.16,1
24,10,25,34,9,30,12,27,28,47,19,23,9,15,18,18,22,18,0,13,0.055,0.379,0.262,0.339,5.472,45088.32,39.59,1
35,1,22,34,14,45,14,39,25,27,8,33,13,12,15,24,39,47,0,12,0.057,0.281,0.298,0.388,5.362,49359.01,26.15,1
36,1,22,34,14,45,14,39,25,27,8,33,12,12,15,24,39,47,0,12,0.057,0.283,0.296,0.388,5.362,49332.98,26.72,1
42,2,35,30,24,32,15,39,34,40,13,24,13,20,13,27,27,28,1,22,0.098,0.331,0.272,0.376,5.299,53755.35,29.46,1
23,7,18,26,15,21,9,24,24,31,11,25,9,20,20,16,18,30,3,11,0.08,0.319,0.247,0.366,7.109,41139.71,35.84,1
41,2,36,30,24,31,14,39,35,40,13,25,13,20,13,28,26,28,1,22,0.098,0.331,0.277,0.374,5.253,53833.42,31.23,1
18,0,19,32,19,25,5,8,20,38,6,16,11,8,13,23,17,28,4,13,0.111,0.353,0.291,0.393,4.777,36392.54,21.82,1
36,1,22,34,14,45,14,40,25,27,8,33,13,12,15,23,38,47,0,12,0.057,0.283,0.296,0.388,5.362,49355.07,26.15,1
23,5,17,26,14,20,9,24,24,31,11,25,10,20,20,17,18,31,3,13,0.083,0.319,0.247,0.371,7.658,41223.79,35.16,1
42,2,35,30,24,32,14,40,35,41,13,24,12,20,14,27,25,27,2,22,0.1,0.335,0.27,0.376,5.373,53916.64,30.29,1
23,7,19,25,15,21,9,25,24,32,11,25,9,20,20,16,16,29,3,12,0.083,0.319,0.249,0.366,7.107,41213.84,35.23,1
23,7,20,25,14,18,9,25,24,31,11,24,10,20,20,19,15,31,3,12,0.08,0.316,0.252,0.363,6.765,41238.84,38.12,1
24,10,24,34,9,30,12,27,27,47,19,24,9,15,19,18,22,18,0,13,0.055,0.377,0.262,0.339,5.547,45115.35,38.92,1
43,3,35,30,24,32,14,40,35,40,13,24,13,20,12,28,25,27,1,22,0.098,0.335,0.274,0.372,5.249,53663.31,30.99,1
43,2,34,30,24,31,14,38,35,40,12,24,13,19,14,29,26,29,1,23,0.1,0.333,0.272,0.376,5.438,53764.38,31.03,1
29,4,20,19,11,18,6,27,21,28,5,17,13,10,15,21,13,31,0,11,0.069,0.32,0.279,0.379,6.113,35123.96,40.69,1
22,7,19,26,15,21,9,26,24,31,11,24,10,20,18,18,16,29,3,12,0.083,0.316,0.255,0.366,6.333,41116.67,35.57,1
43,2,35,30,24,32,14,39,34,40,13,24,13,20,14,28,25,28,1,22,0.098,0.333,0.274,0.372,5.309,53730.34,31.56,1
22,7,19,26,15,20,9,25,24,31,11,25,10,20,20,16,15,31,3,12,0.083,0.316,0.249,0.366,6.765,41295.94,35.40,1
29,3,23,22,9,18,8,33,20,30,9,9,11,9,18,24,12,28,0,7,0.05,0.342,0.264,0.37,5.685,35478.64,48.73,1
36,1,22,33,14,44,14,39,26,27,8,33,12,12,15,25,39,47,0,12,0.057,0.283,0.296,0.388,5.496,49362.06,27.41,1
36,1,22,34,14,45,14,39,25,27,8,32,12,12,15,25,39,47,0,12,0.057,0.283,0.296,0.388,5.362,49305.95,26.73,1
40,2,36,30,24,31,14,40,35,40,13,24,13,20,13,29,26,28,1,22,0.098,0.328,0.277,0.376,5.253,53848.47,31.69,1
18,0,19,32,21,26,5,8,19,37,6,16,11,9,12,23,17,27,4,13,0.118,0.347,0.294,0.393,4.692,36375.42,21.86,1
43,2,35,30,24,32,14,40,35,40,13,25,13,20,13,27,25,27,1,22,0.098,0.335,0.274,0.372,5.309,53743.38,30.19,1
21,7,19,26,14,20,9,25,24,31,11,23,10,20,19,18,18,31,3,12,0.08,0.313,0.249,0.371,6.523,41170.76,38.37,1
42,3,22,27,9,22,8,25,22,24,10,11,16,11,14,21,21,36,3,11,0.064,0.349,0.257,0.36,5.156,38963.05,31.09,1
23,7,19,26,14,19,9,24,24,31,11,23,10,20,20,18,17,31,3,12,0.08,0.319,0.247,0.366,6.765,41197.79,36.29,1
42,2,36,30,24,32,14,40,35,41,13,24,12,20,14,27,25,27,1,22,0.098,0.335,0.272,0.374,5.313,53845.52,29.80,1
22,7,19,26,13,19,9,26,23,31,11,25,11,20,20,18,16,30,3,12,0.078,0.313,0.255,0.363,6.523,41202.77,38.78,1
21,6,19,26,14,19,9,24,24,31,11,24,11,20,21,18,17,31,3,12,0.08,0.313,0.252,0.366,7.114,41319.89,38.28,1
40,3,21,27,9,23,8,26,22,24,10,11,16,11,14,21,21,36,3,12,0.067,0.344,0.257,0.366,5.225,39039.18,30.89,1
42,2,36,30,24,31,15,40,34,40,13,24,12,20,13,28,27,27,1,22,0.098,0.331,0.272,0.376,5.244,53817.37,29.56,1
18,0,19,32,20,26,5,8,21,38,6,15,11,8,12,23,17,27,4,13,0.115,0.356,0.291,0.393,4.777,36355.52,21.86,1
22,7,19,25,14,20,9,24,24,31,11,24,10,20,19,18,17,32,3,12,0.08,0.313,0.252,0.368,6.764,41111.70,35.06,1
35,1,22,35,14,44,14,40,25,27,8,33,13,12,15,23,39,47,0,12,0.057,0.283,0.294,0.39,5.305,49457.16,26.99,1
23,10,25,33,9,30,12,28,28,47,19,23,9,15,19,18,23,17,0,13,0.055,0.374,0.262,0.342,5.625,45159.45,39.71,1
36,1,22,34,14,45,14,39,25,27,7,33,12,12,15,24,39,48,0,12,0.057,0.281,0.296,0.39,5.362,49300.91,25.83,1
23,7,18,25,15,22,9,24,24,31,11,25,9,20,20,16,18,30,3,11,0.08,0.316,0.249,0.366,7.615,41067.65,36.06,1
36,1,23,34,14,44,14,39,25,27,8,33,13,12,15,23,39,47,0,12,0.057,0.283,0.296,0.388,5.301,49401.05,26.60,1
23,6,19,26,13,19,9,24,24,31,12,24,10,20,21,18,15,32,3,12,0.078,0.321,0.249,0.36,7.114,41245.88,36.98,1
42,2,35,31,24,31,15,39,34,40,13,24,13,20,13,27,27,28,1,22,0.098,0.333,0.27,0.376,5.248,53827.41,29.86,1
44,5,31,41,16,41,13,37,32,46,14,25,21,22,25,25,27,48,2,20,0.071,0.331,0.267,0.366,5.446,59245.95,33.68,1
24,10,25,33,9,30,12,28,27,47,19,23,9,16,19,18,21,18,0,13,0.055,0.374,0.262,0.339,5.543,45127.41,39.99,1
41,2,35,30,24,32,14,39,35,40,13,24,13,20,13,28,26,29,1,22,0.098,0.331,0.274,0.376,5.309,53760.41,30.99,1
44,5,32,41,16,40,13,37,32,46,14,25,22,22,25,24,27,48,2,20,0.071,0.331,0.267,0.366,5.387,59314.03,32.84,1
43,2,35,29,24,32,14,40,36,41,13,24,12,20,14,27,25,27,1,22,0.098,0.337,0.27,0.374,5.505,53800.57,30.21,1
36,1,21,34,14,45,14,39,25,27,8,33,13,12,15,23,39,47,0,13,0.059,0.283,0.294,0.39,5.428,49391.10,26.31,1
36,1,22,33,14,46,14,39,25,27,8,33,13,12,15,23,39,47,0,12,0.057,0.281,0.298,0.388,5.424,49270.95,25.02,1
36,1,22,34,14,44,14,39,25,27,8,33,13,12,15,24,39,47,0,12,0.057,0.283,0.296,0.388,5.362,49373.04,27.71,1
24,7,17,26,13,20,9,24,24,31,11,24,10,20,19,18,17,32,3,12,0.078,0.321,0.247,0.366,7.108,41005.62,37.28,1
41,3,22,27,9,23,8,26,22,24,10,11,16,11,14,21,21,35,3,11,0.064,0.346,0.26,0.36,5.156,38963.05,30.66,1
35,1,21,34,14,45,14,39,25,27,8,34,13,12,15,23,40,47,0,12,0.057,0.281,0.296,0.39,5.428,49372.06,25.96,1
42,2,34,30,24,32,14,40,34,39,13,26,12,21,13,29,25,28,1,22,0.098,0.328,0.277,0.372,5.306,53734.29,31.03,1
30,3,23,22,10,18,8,33,20,29,9,9,11,9,18,24,12,27,0,7,0.053,0.342,0.264,0.366,5.685,35484.60,48.73,1
44,2,34,29,24,32,15,38,36,40,12,22,13,19,13,29,26,29,1,23,0.1,0.335,0.27,0.376,5.556,53644.32,30.83,1
18,0,19,32,20,26,5,8,20,38,6,16,11,7,13,23,17,27,4,13,0.115,0.353,0.294,0.393,4.777,36369.50,21.03,1
18,0,19,32,21,26,5,8,20,38,6,16,11,8,12,23,17,27,4,12,0.115,0.353,0.294,0.393,4.734,36325.45,22.36,1
21,6,19,26,14,18,9,24,24,32,11,24,10,20,21,18,18,31,3,12,0.08,0.316,0.247,0.371,7.114,41379.99,37.62,1
36,1,22,34,14,44,14,39,25,27,8,34,13,12,15,23,39,47,0,12,0.057,0.283,0.296,0.388,5.362,49400.07,26.41,1
43,3,22,27,9,23,8,26,22,24,10,11,16,11,14,20,21,34,3,11,0.064,0.352,0.257,0.358,5.156,38918.99,30.42,1
44,2,34,29,24,32,14,38,35,40,12,24,13,19,13,29,26,29,1,23,0.1,0.333,0.274,0.376,5.431,53607.21,30.10,1
35,1,22,34,14,45,14,39,25,27,8,33,13,12,14,24,40,47,0,12,0.057,0.281,0.298,0.39,5.297,49303.93,26.25,1
24,10,25,34,9,30,12,28,27,47,19,22,9,15,19,19,22,17,0,13,0.055,0.377,0.262,0.339,5.472,45103.34,40.87,1
24,6,18,26,14,19,9,25,24,31,11,24,10,20,21,18,16,30,3,12,0.08,0.321,0.247,0.363,7.636,41233.85,36.06,1
24,10,25,33,9,30,12,27,28,47,19,23,9,15,19,18,22,18,0,13,0.055,0.377,0.262,0.339,5.625,45115.40,38.59,1
22,7,19,26,13,20,9,26,24,31,11,24,11,20,19,18,16,30,3,12,0.078,0.316,0.255,0.363,6.523,41117.70,36.83,1
43,3,22,27,9,23,8,26,22,24,10,11,16,11,14,19,22,34,3,11,0.064,0.352,0.254,0.36,5.156,38933.02,30.42,1
23,7,19,26,13,20,9,26,24,31,11,24,10,20,19,18,16,30,3,12,0.078,0.319,0.252,0.363,6.523,41091.66,36.06,1
22,4,27,27,16,27,8,20,30,25,4,18,14,16,12,22,22,28,3,25,0.119,0.292,0.292,0.376,5.264,41933.43,31.18,1
44,5,31,41,16,41,13,37,31,46,14,25,22,22,26,24,27,48,2,20,0.071,0.329,0.267,0.366,5.446,59284.00,33.40,1
23,6,19,26,14,19,9,25,24,31,11,24,10,20,21,18,15,31,3,12,0.08,0.319,0.249,0.363,7.114,41275.88,36.98,1
42,2,35,30,24,33,14,39,35,40,13,24,13,20,14,27,25,28,1,22,0.098,0.333,0.274,0.372,5.373,53757.41,30.56,1
21,6,19,26,14,19,9,24,24,31,11,24,10,20,21,18,18,31,3,12,0.08,0.313,0.249,0.368,7.114,41323.88,37.75,1
35,1,22,34,14,45,14,39,25,27,9,33,13,12,14,24,39,47,0,12,0.057,0.283,0.298,0.388,5.297,49334.02,26.25,1
36,1,21,34,15,45,14,40,25,27,8,34,13,12,15,22,39,46,0,12,0.059,0.283,0.294,0.39,5.428,49416.15,24.23,1
43,5,31,41,16,41,13,37,32,46,14,25,22,22,25,25,27,48,2,20,0.071,0.329,0.269,0.366,5.446,59271.99,33.55,1
36,1,21,34,14,45,15,38,25,27,8,34,13,12,14,23,39,48,0,12,0.057,0.283,0.296,0.388,5.413,49308.96,25.38,1
36,1,22,35,14,44,14,39,25,27,8,33,13,12,15,23,39,47,0,12,0.057,0.285,0.294,0.388,5.305,49415.08,26.57,1
22,4,27,26,16,27,8,20,32,25,5,19,14,15,12,22,22,26,3,25,0.119,0.297,0.295,0.37,5.513,41979.57,30.95,1
20,0,20,31,18,25,4,9,19,40,5,18,12,11,16,18,15,27,4,11,0.102,0.356,0.288,0.384,4.818,36431.65,24.90,1
23,6,19,26,14,19,9,24,24,31,11,24,10,20,20,19,17,30,3,12,0.08,0.319,0.252,0.363,6.767,41196.70,38.47,1
